web_Link,Production Name,Director,Composer/Lyricist,Playwright,Rights Holder,Preview Date,Opening Date,Closing Date,Scraped Date,Category
https://www.ibdb.com/broadway-production/saint-joan-4032,Saint Joan,John Clark,,George Bernard Shaw,Circle in the Square (Theodore Mann: Artistic Director,"Nov 25, 1977","Dec 15, 1977","Feb 19, 1978",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/tartuffe-4012,Tartuffe,Stephen Porter,,Molière,Circle in the Square (Theodore Mann: Artistic Director,"Sep 02, 1977","Sep 25, 1977","Nov 20, 1977",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-importance-of-being-earnest-4007,The Importance of Being Earnest,Stephen Porter,,Oscar Wilde,Circle in the Square (Theodore Mann: Artistic Director,"May 27, 1977","Jun 16, 1977","Aug 28, 1977",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/romeo-and-juliet-3901,Romeo and Juliet,Theodore Mann,,William Shakespeare,Circle in the Square (Theodore Mann: Artistic Director,"Feb 25, 1977","Mar 17, 1977","May 22, 1977",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-night-of-the-iguana-3881,The Night of the Iguana,Joseph Hardy,,Tennessee Williams,Circle in the Square (Theodore Mann: Artistic Director,"Nov 26, 1976","Dec 16, 1976","Feb 20, 1977",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/days-in-the-trees-3861,Days in the Trees,Stephen Porter,,Marguerite Duras,Circle in the Square (Theodore Mann: Artistic Director,"Sep 03, 1976","Sep 26, 1976","Nov 21, 1976",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/pal-joey-3848,Pal Joey,Theodore Mann,Lorenz Hart,John O'Hara,Circle in the Square (Theodore Mann: Artistic Director,"May 29, 1976","Jun 27, 1976","Aug 29, 1976",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-lady-from-the-sea-3979,The Lady from the Sea,Tony Richardson,,Henrik Ibsen,Circle in the Square (Theodore Mann: Artistic Director,"Feb 27, 1976","Mar 18, 1976","May 23, 1976",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/geraldine-fitzgerald-in-songs-of-the-street-3978,Geraldine Fitzgerald in Songs of the Street,,,,Circle in the Square (Theodore Mann: Artistic Director,"Mar 07, 1976","Mar 07, 1976","Mar 14, 1976",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-glass-menagerie-3777,The Glass Menagerie,Theodore Mann,,Tennessee Williams,Circle in the Square (Theodore Mann: Artistic Director,"Nov 28, 1975","Dec 18, 1975","Feb 22, 1976",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/ah-wilderness-3754,"Ah, Wilderness!",Arvin Brown,,Eugene O'Neill,Circle in the Square (Theodore Mann: Artistic Director,"Sep 02, 1975","Sep 18, 1975","Nov 23, 1975",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/death-of-a-salesman-3751,Death of a Salesman,George C. Scott,,Arthur Miller,Circle in the Square (Theodore Mann: Artistic Director,"May 30, 1975","Jun 26, 1975","Aug 24, 1975",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/all-gods-chillun-got-wings-3738,All God's Chillun Got Wings,George C. Scott,,Eugene O'Neill,Circle in the Square (Theodore Mann: Artistic Director,"Feb 28, 1975","Mar 20, 1975","May 04, 1975",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/wheres-charley-3711,Where's Charley?,Theodore Mann,Frank Loesser,George Abbott,Circle in the Square (Theodore Mann: Artistic Director,"Nov 29, 1974","Dec 20, 1974","Feb 23, 1975",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-national-health-3477,The National Health,Arvin Brown,,Peter Nichols,Circle in the Square (Theodore Mann: Artistic Director,"Sep 20, 1974","Oct 10, 1974","Nov 24, 1974",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/scapino-3334,Scapino,Frank Dunlop,,,Circle in the Square (Theodore Mann: Artistic Director,"May 14, 1974","May 18, 1974","Aug 31, 1974",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/an-american-millionaire-3327,An American Millionaire,Gerald Freedman,,Murray Schisgal,Circle in the Square (Theodore Mann: Artistic Director,"Mar 01, 1974","Apr 20, 1974","May 05, 1974",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-iceman-cometh-3664,The Iceman Cometh,Theodore Mann,,Eugene O'Neill,Circle in the Square (Theodore Mann: Artistic Director,"Nov 30, 1973","Dec 13, 1973","Feb 24, 1974",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-waltz-of-the-toreadors-3558,The Waltz of the Toreadors,Brian Murray,,Jean Anouilh,Circle in the Square (Theodore Mann: Artistic Director,"Sep 04, 1973","Sep 13, 1973","Nov 25, 1973",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/uncle-vanya-3555,Uncle Vanya,Mike Nichols,,Anton Chekhov,Circle in the Square (Theodore Mann: Artistic Director,"May 21, 1973","Jun 04, 1973","Jul 28, 1973",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/here-are-ladies-3187,Here Are Ladies,Sean Kenny,,,Circle in the Square (Theodore Mann: Artistic Director,"Mar 21, 1973","Mar 29, 1973","May 13, 1973",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/medea-3168,Medea,Minos Volanakis,,Euripides,Circle in the Square (Theodore Mann: Artistic Director,"Jan 04, 1973","Jan 17, 1973","Mar 18, 1973",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/mourning-becomes-electra-3103,Mourning Becomes Electra,Theodore Mann,,Eugene O'Neill,Circle in the Square (Theodore Mann: Artistic Director,"Nov 02, 1972","Nov 15, 1972","Dec 31, 1972",2025-06-26,Creative Team and Performance Data
